ROME V2;Intitulé ROME V2;Appellation V2;ROME V3;Intitulé ROME V3;Appellation V3;Article Métier;URL Fiche Métier ONISEP;Wikipedia Match
11111;Employé/Employée de ménage à domicile;Bonne (chez un particulier);[http://www2.pole-emploi.fr/rome/pdf/FEM_K1304.pdf K1304];Services domestiques;Employé / Employée de maison;Employé de ménage à domicile;;
11111;Employé/Employée de ménage à domicile;Valet de chambre/Camériste;[http://www2.pole-emploi.fr/rome/pdf/FEM_K1304.pdf K1304];Services domestiques;Employé / Employée de maison;Employé de ménage à domicile;;
11111;Employé/Employée de ménage à domicile;Valet de chambre/Chambrière;[http://www2.pole-emploi.fr/rome/pdf/FEM_K1304.pdf K1304];Services domestiques;Employé / Employée de maison;Employé de ménage à domicile;;
11111;Employé/Employée de ménage à domicile;Domestique (chez un particulier);[http://www2.pole-emploi.fr/rome/pdf/FEM_K1304.pdf K1304];Services domestiques;Employé / Employée de maison;Employé de ménage à domicile;;
11111;Employé/Employée de ménage à domicile;Employé/Employée (chez un particulier);[http://www2.pole-emploi.fr/rome/pdf/FEM_K1304.pdf K1304];Services domestiques;Employé / Employée de maison;Employé de ménage à domicile;;
11111;Employé/Employée de ménage à domicile;Employé/Employée de maison;[http://www2.pole-emploi.fr/rome/pdf/FEM_K1304.pdf K1304];Services domestiques;Employé / Employée de maison;Employé de ménage à domicile;;
11111;Employé/Employée de ménage à domicile;Employé/Employée de ménage;[http://www2.pole-emploi.fr/rome/pdf/FEM_K1304.pdf K1304];Services domestiques;Employé / Employée de ménage;Employé de ménage à domicile;;
11111;Employé/Employée de ménage à domicile;Employé/Employée toutes mains (chez un particulier);[http://www2.pole-emploi.fr/rome/pdf/FEM_K1304.pdf K1304];Services domestiques;Employé familial polyvalent / Employée familiale polyvalente;Employé de ménage à domicile;;
11111;Employé/Employée de ménage à domicile;Factotum;[http://www2.pole-emploi.fr/rome/pdf/FEM_I1203.pdf I1203];Maintenance des bâtiments et des locaux;Factotum;Employé de ménage à domicile;;
11111;Employé/Employée de ménage à domicile;Valet/Femme de chambre (chez un particulier);[http://www2.pole-emploi.fr/rome/pdf/FEM_K1304.pdf K1304];Services domestiques;Employé / Employée de maison;Employé de ménage à domicile;;
11111;Employé/Employée de ménage à domicile;Femme de ménage (chez un particulier);[http://www2.pole-emploi.fr/rome/pdf/FEM_K1304.pdf K1304];Services domestiques;Employé / Employée de ménage;Employé de ménage à domicile;;
11111;Employé/Employée de ménage à domicile;Gouvernant/Gouvernante (chez un particulier);[http://www2.pole-emploi.fr/rome/pdf/FEM_K1304.pdf K1304];Services domestiques;Gouvernant / Gouvernante à domicile;Employé de ménage à domicile;;
11111;Employé/Employée de ménage à domicile;Gouvernant/Gouvernante d'intérieur;[http://www2.pole-emploi.fr/rome/pdf/FEM_K1304.pdf K1304];Services domestiques;Gouvernant / Gouvernante d'intérieur;Employé de ménage à domicile;;
11111;Employé/Employée de ménage à domicile;Homme toutes mains (à domicile);[http://www2.pole-emploi.fr/rome/pdf/FEM_K1304.pdf K1304];Services domestiques;Employé familial polyvalent / Employée familiale polyvalente;Employé de ménage à domicile;;
11111;Employé/Employée de ménage à domicile;Maître d'hôtel de maison particulière;[http://www2.pole-emploi.fr/rome/pdf/FEM_K1304.pdf K1304];Services domestiques;Employé / Employée de maison;Employé de ménage à domicile;;
11111;Employé/Employée de ménage à domicile;Maître/Maîtresse de maison (chez un particulier);[http://www2.pole-emploi.fr/rome/pdf/FEM_K1304.pdf K1304];Services domestiques;Gouvernant / Gouvernante à domicile;Employé de ménage à domicile;;
11111;Employé/Employée de ménage à domicile;Majordome;[http://www2.pole-emploi.fr/rome/pdf/FEM_K1304.pdf K1304];Services domestiques;Majordome;Employé de ménage à domicile;;
11111;Employé/Employée de ménage à domicile;Valet;[http://www2.pole-emploi.fr/rome/pdf/FEM_K1304.pdf K1304];Services domestiques;Employé / Employée de maison;Employé de ménage à domicile;;
11111;Employé/Employée de ménage à domicile;Valet de chambre/Femme de chambre;[http://www2.pole-emploi.fr/rome/pdf/FEM_K1304.pdf K1304];Services domestiques;Employé / Employée de maison;Employé de ménage à domicile;;
11111;Employé/Employée de ménage à domicile;Femme toutes mains (à domicile);[http://www2.pole-emploi.fr/rome/pdf/FEM_K1304.pdf K1304];Services domestiques;Employé familial polyvalent / Employée familiale polyvalente;Employé de ménage à domicile;;
11111;Employé/Employée de ménage à domicile;Homme de ménage (chez un particulier);[http://www2.pole-emploi.fr/rome/pdf/FEM_K1304.pdf K1304];Services domestiques;Employé / Employée de maison;Employé de ménage à domicile;;
11112;Intervenant/Intervenante à domicile;Aide à domicile;[http://www2.pole-emploi.fr/rome/pdf/FEM_K1304.pdf K1304];Services domestiques;Aide à Domicile;Intervenant à domicile;;
11112;Intervenant/Intervenante à domicile;Aide à domicile (personnes âgées);[http://www2.pole-emploi.fr/rome/pdf/FEM_K1304.pdf K1304];Services domestiques;Aide à Domicile;Intervenant à domicile;;
11112;Intervenant/Intervenante à domicile;Aide aux personnes âgées;[http://www2.pole-emploi.fr/rome/pdf/FEM_K1302.pdf K1302];Assistance auprès d'adultes;Aide aux personnes âgées;Intervenant à domicile;;
11112;Intervenant/Intervenante à domicile;Aide familial(e);[http://www2.pole-emploi.fr/rome/pdf/FEM_K1304.pdf K1304];Services domestiques;Aide familial / familiale;Intervenant à domicile;;
11112;Intervenant/Intervenante à domicile;Aide familial(e) rural(e);[http://www2.pole-emploi.fr/rome/pdf/FEM_K1304.pdf K1304];Services domestiques;Aide familial / familiale;Intervenant à domicile;;
11112;Intervenant/Intervenante à domicile;Aide ménager(ère);[http://www2.pole-emploi.fr/rome/pdf/FEM_K1304.pdf K1304];Services domestiques;Aide ménager / ménagère à domicile;Intervenant à domicile;;
11112;Intervenant/Intervenante à domicile;Aide ménager(ère à domicile;[http://www2.pole-emploi.fr/rome/pdf/FEM_K1304.pdf K1304];Services domestiques;Aide ménager / ménagère à domicile;Intervenant à domicile;;
11112;Intervenant/Intervenante à domicile;Assistant familial/Assistante familiale;[http://www2.pole-emploi.fr/rome/pdf/FEM_K1303.pdf K1303];Assistance auprès d'enfants;Assistant familial / Assistante familiale;Intervenant à domicile;;
11112;Intervenant/Intervenante à domicile;Auxiliaire de vie;[http://www2.pole-emploi.fr/rome/pdf/FEM_K1302.pdf K1302];Assistance auprès d'adultes;Auxiliaire de vie;Intervenant à domicile;;
11112;Intervenant/Intervenante à domicile;Auxiliaire familial(e);[http://www2.pole-emploi.fr/rome/pdf/FEM_K1302.pdf K1302];Assistance auprès d'adultes;Auxiliaire familiale;Intervenant à domicile;;
11112;Intervenant/Intervenante à domicile;Auxiliaire social(e);[http://www2.pole-emploi.fr/rome/pdf/FEM_K1302.pdf K1302];Assistance auprès d'adultes;Auxiliaire de Vie Sociale -AVS-;Intervenant à domicile;;
11112;Intervenant/Intervenante à domicile;Monsieur/Dame de compagnie;[http://www2.pole-emploi.fr/rome/pdf/FEM_K1302.pdf K1302];Assistance auprès d'adultes;Monsieur / Dame de compagnie;Intervenant à domicile;;
11112;Intervenant/Intervenante à domicile;Garde à domicile;[http://www2.pole-emploi.fr/rome/pdf/FEM_K1302.pdf K1302];Assistance auprès d'adultes;Garde-malade;Intervenant à domicile;;
11112;Intervenant/Intervenante à domicile;Garde de personnes âgées;[http://www2.pole-emploi.fr/rome/pdf/FEM_K1302.pdf K1302];Assistance auprès d'adultes;Garde-malade;Intervenant à domicile;;
11112;Intervenant/Intervenante à domicile;Garde-malade;[http://www2.pole-emploi.fr/rome/pdf/FEM_K1302.pdf K1302];Assistance auprès d'adultes;Garde-malade;Intervenant à domicile;;
11112;Intervenant/Intervenante à domicile;Intervenant/Intervenante garde-malade;[http://www2.pole-emploi.fr/rome/pdf/FEM_K1302.pdf K1302];Assistance auprès d'adultes;Garde-malade;Intervenant à domicile;;
11112;Intervenant/Intervenante à domicile;Travailleur familial/Travailleuse familiale;[http://www2.pole-emploi.fr/rome/pdf/FEM_K1305.pdf K1305];Intervention sociale et familiale;Technicien / Technicienne Intervention Sociale et Familiale -TISF-;Intervenant à domicile;;
11112;Intervenant/Intervenante à domicile;Garde de personnes âgées à domicile;[http://www2.pole-emploi.fr/rome/pdf/FEM_K1302.pdf K1302];Assistance auprès d'adultes;Garde-malade;Intervenant à domicile;;
11112;Intervenant/Intervenante à domicile;Garde de personnes handicapées à domicile;[http://www2.pole-emploi.fr/rome/pdf/FEM_K1302.pdf K1302];Assistance auprès d'adultes;Garde-malade;Intervenant à domicile;;
11112;Intervenant/Intervenante à domicile;Assistant/Assistante convivialité à domicile;[http://www2.pole-emploi.fr/rome/pdf/FEM_K1302.pdf K1302];Assistance auprès d'adultes;Assistant / Assistante de convivialité à domicile;Intervenant à domicile;;
11112;Intervenant/Intervenante à domicile;Agent accompagnateur des déplacements;[http://www2.pole-emploi.fr/rome/pdf/FEM_K1302.pdf K1302];Assistance auprès d'adultes;Aide aux personnes âgées;Intervenant à domicile;;
11112;Intervenant/Intervenante à domicile;Garde itinérant(e) auprès de personnes âgées;[http://www2.pole-emploi.fr/rome/pdf/FEM_K1302.pdf K1302];Assistance auprès d'adultes;Garde-malade;Intervenant à domicile;;
11113;Intervenant/Intervenante auprès d'enfants;Agent d'école maternelle;[http://www2.pole-emploi.fr/rome/pdf/FEM_K1303.pdf K1303];Assistance auprès d'enfants;Agent spécialisé / Agente spécialisée des écoles maternelles -ASEM-;Intervenant auprès d'enfants;;
11113;Intervenant/Intervenante auprès d'enfants;Agent spécialisé des écoles maternelles;[http://www2.pole-emploi.fr/rome/pdf/FEM_K1303.pdf K1303];Assistance auprès d'enfants;Agent spécialisé / Agente spécialisée des écoles maternelles -ASEM-;Intervenant auprès d'enfants;;
11113;Intervenant/Intervenante auprès d'enfants;Agent spécialisé des écoles maternelles et classes enfantines;[http://www2.pole-emploi.fr/rome/pdf/FEM_K1303.pdf K1303];Assistance auprès d'enfants;Agent spécialisé / Agente spécialisée des écoles maternelles -ASEM-;Intervenant auprès d'enfants;;
11113;Intervenant/Intervenante auprès d'enfants;Aide de classe enfantine;[http://www2.pole-emploi.fr/rome/pdf/FEM_K1303.pdf K1303];Assistance auprès d'enfants;Aide maternel / maternelle d'école;Intervenant auprès d'enfants;;
11113;Intervenant/Intervenante auprès d'enfants;Aide maternel(le);[http://www2.pole-emploi.fr/rome/pdf/FEM_K1303.pdf K1303];Assistance auprès d'enfants;Aide maternel / maternelle d'école;Intervenant auprès d'enfants;;
11113;Intervenant/Intervenante auprès d'enfants;Aide-puériculteur/Aide-puéricultrice;[http://www2.pole-emploi.fr/rome/pdf/FEM_J1304.pdf J1304];Aide en puériculture;Auxiliaire de puériculture;Intervenant auprès d'enfants;;
11113;Intervenant/Intervenante auprès d'enfants;Assistant maternel;[http://www2.pole-emploi.fr/rome/pdf/FEM_K1303.pdf K1303];Assistance auprès d'enfants;Assistant maternel / Assistante maternelle;Intervenant auprès d'enfants;;
11113;Intervenant/Intervenante auprès d'enfants;Assistant maternel/Assistante maternelle à domicile;[http://www2.pole-emploi.fr/rome/pdf/FEM_K1303.pdf K1303];Assistance auprès d'enfants;Assistant maternel / Assistante maternelle à domicile;Intervenant auprès d'enfants;;
11113;Intervenant/Intervenante auprès d'enfants;Assistant maternel agréé/Assistante maternelle agréée;[http://www2.pole-emploi.fr/rome/pdf/FEM_K1303.pdf K1303];Assistance auprès d'enfants;Assistant maternel / Assistante maternelle;Intervenant auprès d'enfants;;
11113;Intervenant/Intervenante auprès d'enfants;Assistant maternel/Assistante maternelle en famille d'accueil;[http://www2.pole-emploi.fr/rome/pdf/FEM_K1303.pdf K1303];Assistance auprès d'enfants;Assistant maternel / Assistante maternelle en famille d'accueil;Intervenant auprès d'enfants;;
11113;Intervenant/Intervenante auprès d'enfants;Auxiliaire de puériculture;[http://www2.pole-emploi.fr/rome/pdf/FEM_J1304.pdf J1304];Aide en puériculture;Auxiliaire de puériculture;Intervenant auprès d'enfants;;
11113;Intervenant/Intervenante auprès d'enfants;Auxiliaire puériculteur/Auxiliaire puéricultrice;[http://www2.pole-emploi.fr/rome/pdf/FEM_J1304.pdf J1304];Aide en puériculture;Auxiliaire de puériculture;Intervenant auprès d'enfants;;
11113;Intervenant/Intervenante auprès d'enfants;Baby-sitter;[http://www2.pole-emploi.fr/rome/pdf/FEM_K1303.pdf K1303];Assistance auprès d'enfants;Baby-sitter;Intervenant auprès d'enfants;;
11113;Intervenant/Intervenante auprès d'enfants;Biberonnier;[http://www2.pole-emploi.fr/rome/pdf/FEM_K1303.pdf K1303];Assistance auprès d'enfants;Nourrice;Intervenant auprès d'enfants;;
11113;Intervenant/Intervenante auprès d'enfants;Garde/Bonne d'enfants;[http://www2.pole-emploi.fr/rome/pdf/FEM_K1303.pdf K1303];Assistance auprès d'enfants;Garde d'enfant à domicile;Intervenant auprès d'enfants;;
11113;Intervenant/Intervenante auprès d'enfants;Employé/Employée au pair;[http://www2.pole-emploi.fr/rome/pdf/FEM_K1303.pdf K1303];Assistance auprès d'enfants;Employé / Employée au pair;Intervenant auprès d'enfants;;
11113;Intervenant/Intervenante auprès d'enfants;Homme/Femme de service des écoles maternelles et classes enfantines;[http://www2.pole-emploi.fr/rome/pdf/FEM_K1303.pdf K1303];Assistance auprès d'enfants;Agent spécialisé / Agente spécialisée des écoles maternelles -ASEM-;Intervenant auprès d'enfants;;
11113;Intervenant/Intervenante auprès d'enfants;Garçon/Fille au pair;[http://www2.pole-emploi.fr/rome/pdf/FEM_K1303.pdf K1303];Assistance auprès d'enfants;Employé / Employée au pair;Intervenant auprès d'enfants;;
11113;Intervenant/Intervenante auprès d'enfants;Garde d'enfant à domicile;[http://www2.pole-emploi.fr/rome/pdf/FEM_K1303.pdf K1303];Assistance auprès d'enfants;Garde d'enfant à domicile;Intervenant auprès d'enfants;;
11113;Intervenant/Intervenante auprès d'enfants;Gardien agréé/Gardienne agréée;[http://www2.pole-emploi.fr/rome/pdf/FEM_K1303.pdf K1303];Assistance auprès d'enfants;Garde d'enfant à domicile;Intervenant auprès d'enfants;;
11113;Intervenant/Intervenante auprès d'enfants;Gardien/Gardienne d'enfants;[http://www2.pole-emploi.fr/rome/pdf/FEM_K1303.pdf K1303];Assistance auprès d'enfants;Garde d'enfant à domicile;Intervenant auprès d'enfants;;
11113;Intervenant/Intervenante auprès d'enfants;Gouvernant/Gouvernante d'enfants (à domicile);[http://www2.pole-emploi.fr/rome/pdf/FEM_K1303.pdf K1303];Assistance auprès d'enfants;Gouvernant / Gouvernante d'enfant à domicile;Intervenant auprès d'enfants;;
11113;Intervenant/Intervenante auprès d'enfants;Jardinier/Jardinière d'enfants;[http://www2.pole-emploi.fr/rome/pdf/FEM_K1202.pdf K1202];Éducation de jeunes enfants;Educateur / Educatrice de jeunes enfants;Intervenant auprès d'enfants;;
11113;Intervenant/Intervenante auprès d'enfants;Jardinier éducateur/Jardinière éducatrice;[http://www2.pole-emploi.fr/rome/pdf/FEM_K1202.pdf K1202];Éducation de jeunes enfants;Educateur / Educatrice de jeunes enfants;Intervenant auprès d'enfants;;
11113;Intervenant/Intervenante auprès d'enfants;Père/Mère en village d'enfants SOS;[http://www2.pole-emploi.fr/rome/pdf/FEM_K1303.pdf K1303];Assistance auprès d'enfants;Maître / Maîtresse de maison d'enfants;Intervenant auprès d'enfants;;
11113;Intervenant/Intervenante auprès d'enfants;Moniteur/Monitrice de jardin d'enfants (établissement public);[http://www2.pole-emploi.fr/rome/pdf/FEM_K1202.pdf K1202];Éducation de jeunes enfants;Educateur / Educatrice de jeunes enfants;Intervenant auprès d'enfants;;
11113;Intervenant/Intervenante auprès d'enfants;Nourrice;[http://www2.pole-emploi.fr/rome/pdf/FEM_K1303.pdf K1303];Assistance auprès d'enfants;Nourrice;Intervenant auprès d'enfants;;
11113;Intervenant/Intervenante auprès d'enfants;Nourrice agréée;[http://www2.pole-emploi.fr/rome/pdf/FEM_K1303.pdf K1303];Assistance auprès d'enfants;Nourrice;Intervenant auprès d'enfants;;
11113;Intervenant/Intervenante auprès d'enfants;Nurse;[http://www2.pole-emploi.fr/rome/pdf/FEM_K1303.pdf K1303];Assistance auprès d'enfants;Nourrice;Intervenant auprès d'enfants;;
11113;Intervenant/Intervenante auprès d'enfants;Auxiliaire parental(e);[http://www2.pole-emploi.fr/rome/pdf/FEM_K1303.pdf K1303];Assistance auprès d'enfants;Auxiliaire parental / parentale;Intervenant auprès d'enfants;;
11113;Intervenant/Intervenante auprès d'enfants;Aide scolaire (à domicile);[http://www2.pole-emploi.fr/rome/pdf/FEM_K1303.pdf K1303];Assistance auprès d'enfants;Employé familial / Employée familiale auprès d'enfants;Intervenant auprès d'enfants;;
11113;Intervenant/Intervenante auprès d'enfants;Assistante maternelle;[http://www2.pole-emploi.fr/rome/pdf/FEM_K1303.pdf K1303];Assistance auprès d'enfants;Assistant maternel / Assistante maternelle;Intervenant auprès d'enfants;;
11113;Intervenant/Intervenante auprès d'enfants;Assistant/Assistante de crèche parentale;[http://www2.pole-emploi.fr/rome/pdf/FEM_K1303.pdf K1303];Assistance auprès d'enfants;Assistant / Assistante accueil petite enfance;Intervenant auprès d'enfants;;
11121;Assistant/Assistante en cabinet médical;Aide de cabinet médical;[http://www2.pole-emploi.fr/rome/pdf/FEM_J1303.pdf J1303];Assistance médico-technique;Assistant / Assistante en cabinet médical;Assistant en cabinet médical;;
11121;Assistant/Assistante en cabinet médical;Aide de radiologie;[http://www2.pole-emploi.fr/rome/pdf/FEM_J1303.pdf J1303];Assistance médico-technique;Aide de radiologie;Assistant en cabinet médical;;
11121;Assistant/Assistante en cabinet médical;Aide dentaire;[http://www2.pole-emploi.fr/rome/pdf/FEM_J1303.pdf J1303];Assistance médico-technique;Aide dentaire;Assistant en cabinet médical;;
11121;Assistant/Assistante en cabinet médical;Aide-manipulateur/Aide-manipulatrice radio;[http://www2.pole-emploi.fr/rome/pdf/FEM_J1303.pdf J1303];Assistance médico-technique;Aide manipulateur / manipulatrice en radiologie;Assistant en cabinet médical;;
11121;Assistant/Assistante en cabinet médical;Assistant/Assistante dentaire;[http://www2.pole-emploi.fr/rome/pdf/FEM_J1303.pdf J1303];Assistance médico-technique;Assistant / Assistante dentaire;Assistant en cabinet médical;;
11121;Assistant/Assistante en cabinet médical;Assistant/Assistante dentaire stagiaire;[http://www2.pole-emploi.fr/rome/pdf/FEM_J1303.pdf J1303];Assistance médico-technique;Assistant / Assistante dentaire;Assistant en cabinet médical;;
11121;Assistant/Assistante en cabinet médical;Assistant/Assistante en cabinet médical;[http://www2.pole-emploi.fr/rome/pdf/FEM_J1303.pdf J1303];Assistance médico-technique;Assistant / Assistante en cabinet médical;Assistant en cabinet médical;;
11121;Assistant/Assistante en cabinet médical;Réceptionniste en cabinet médical;[http://www2.pole-emploi.fr/rome/pdf/FEM_J1303.pdf J1303];Assistance médico-technique;Assistant / Assistante en cabinet médical;Assistant en cabinet médical;;
11122;Agent de service de collectivité;Agent chef de collectivité;[http://www2.pole-emploi.fr/rome/pdf/FEM_K2204.pdf K2204];Nettoyage de locaux;Chef d'équipe propreté;Agent de service de collectivité;;
11122;Agent de service de collectivité;Agent d'entretien (collectivité);[http://www2.pole-emploi.fr/rome/pdf/FEM_K2204.pdf K2204];Nettoyage de locaux;Agent / Agente d'entretien/propreté de locaux;Agent de service de collectivité;;
11122;Agent de service de collectivité;Agent de clinique;[http://www2.pole-emploi.fr/rome/pdf/FEM_J1301.pdf J1301];Personnel polyvalent des services hospitaliers;Agent hospitalier / Agente hospitalière;Agent de service de collectivité;;
11122;Agent de service de collectivité;Agent de collectivité;[http://www2.pole-emploi.fr/rome/pdf/FEM_K2204.pdf K2204];Nettoyage de locaux;Agent / Agente d'entretien/propreté de locaux;Agent de service de collectivité;;
11122;Agent de service de collectivité;Agent de lycée;[http://www2.pole-emploi.fr/rome/pdf/FEM_K2204.pdf K2204];Nettoyage de locaux;Agent / Agente d'entretien/propreté de locaux;Agent de service de collectivité;;
11122;Agent de service de collectivité;Agent de service (collectivité);[http://www2.pole-emploi.fr/rome/pdf/FEM_K2204.pdf K2204];Nettoyage de locaux;Agent / Agente d'entretien/propreté de locaux;Agent de service de collectivité;;
11122;Agent de service de collectivité;Agent de service (Education nationale);[http://www2.pole-emploi.fr/rome/pdf/FEM_K2204.pdf K2204];Nettoyage de locaux;Agent / Agente d'entretien/propreté de locaux;Agent de service de collectivité;;
11122;Agent de service de collectivité;Agent de service (établissements de soins);[http://www2.pole-emploi.fr/rome/pdf/FEM_J1301.pdf J1301];Personnel polyvalent des services hospitaliers;Agent / Agente des services hospitaliers;Agent de service de collectivité;;
11122;Agent de service de collectivité;Agent de service (établissements publics);[http://www2.pole-emploi.fr/rome/pdf/FEM_K2204.pdf K2204];Nettoyage de locaux;Agent / Agente d'entretien/propreté de locaux;Agent de service de collectivité;;
11122;Agent de service de collectivité;Agent de service (santé);[http://www2.pole-emploi.fr/rome/pdf/FEM_J1301.pdf J1301];Personnel polyvalent des services hospitaliers;Agent / Agente des services hospitaliers;Agent de service de collectivité;;
11122;Agent de service de collectivité;Agent de service en école;[http://www2.pole-emploi.fr/rome/pdf/FEM_K2204.pdf K2204];Nettoyage de locaux;Agent / Agente d'entretien/propreté de locaux;Agent de service de collectivité;;
11122;Agent de service de collectivité;Agent de service intérieur (hôpital public);[http://www2.pole-emploi.fr/rome/pdf/FEM_J1301.pdf J1301];Personnel polyvalent des services hospitaliers;Agent / Agente des services hospitaliers;Agent de service de collectivité;;
11122;Agent de service de collectivité;Agent de service spécialisé;[http://www2.pole-emploi.fr/rome/pdf/FEM_K2204.pdf K2204];Nettoyage de locaux;Agent / Agente d'entretien/propreté de locaux;Agent de service de collectivité;;
11122;Agent de service de collectivité;Agent des services hospitaliers;[http://www2.pole-emploi.fr/rome/pdf/FEM_J1301.pdf J1301];Personnel polyvalent des services hospitaliers;Agent / Agente des services hospitaliers;Agent de service de collectivité;;
11122;Agent de service de collectivité;Agent hospitalier;[http://www2.pole-emploi.fr/rome/pdf/FEM_J1301.pdf J1301];Personnel polyvalent des services hospitaliers;Agent hospitalier / Agente hospitalière;Agent de service de collectivité;;
11122;Agent de service de collectivité;Aide-agent technique (collectivité territoriale);[http://www2.pole-emploi.fr/rome/pdf/FEM_I1203.pdf I1203];Maintenance des bâtiments et des locaux;Agent / Agente d'entretien des collectivités;Agent de service de collectivité;;
11122;Agent de service de collectivité;Assistant/Assistante des métiers de la forme (santé);[http://www2.pole-emploi.fr/rome/pdf/FEM_G1204.pdf G1204];Éducation en activités sportives;Animateur sportif / Animatrice sportive;Agent de service de collectivité;;
11122;Agent de service de collectivité;Brancardier/Brancardière;[http://www2.pole-emploi.fr/rome/pdf/FEM_J1301.pdf J1301];Personnel polyvalent des services hospitaliers;Brancardier / Brancardière;Agent de service de collectivité;;
11122;Agent de service de collectivité;Débarrasseur/Débarrasseuse;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1603.pdf G1603];Personnel polyvalent en restauration;Employé / Employée de cantine;Agent de service de collectivité;;
11122;Agent de service de collectivité;Desserveur/Desserveuse;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1603.pdf G1603];Personnel polyvalent en restauration;Employé / Employée de cantine;Agent de service de collectivité;;
11122;Agent de service de collectivité;Desserveur/Desserveuse de self-service (hors restauration);[http://www2.pole-emploi.fr/rome/pdf/FEM_G1603.pdf G1603];Personnel polyvalent en restauration;Employé / Employée de cantine;Agent de service de collectivité;;
11122;Agent de service de collectivité;Employé/Employée d'école;[http://www2.pole-emploi.fr/rome/pdf/FEM_K2204.pdf K2204];Nettoyage de locaux;Agent / Agente d'entretien/propreté de locaux;Agent de service de collectivité;;
11122;Agent de service de collectivité;Employé/Employée d'entretien (collectivité);[http://www2.pole-emploi.fr/rome/pdf/FEM_K2204.pdf K2204];Nettoyage de locaux;Agent / Agente d'entretien/propreté de locaux;Agent de service de collectivité;;
11122;Agent de service de collectivité;Employé/Employée de cantine;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1603.pdf G1603];Personnel polyvalent en restauration;Employé / Employée de cantine;Agent de service de collectivité;;
11122;Agent de service de collectivité;Employé/Employée de collectivité;[http://www2.pole-emploi.fr/rome/pdf/FEM_K2204.pdf K2204];Nettoyage de locaux;Agent / Agente d'entretien/propreté de locaux;Agent de service de collectivité;;
11122;Agent de service de collectivité;Employé/Employée technique de collectivité;[http://www2.pole-emploi.fr/rome/pdf/FEM_I1203.pdf I1203];Maintenance des bâtiments et des locaux;Agent / Agente d'entretien des collectivités;Agent de service de collectivité;;
11122;Agent de service de collectivité;Employé/Employée toutes mains (collectivité);[http://www2.pole-emploi.fr/rome/pdf/FEM_K2204.pdf K2204];Nettoyage de locaux;Agent / Agente d'entretien/propreté de locaux;Agent de service de collectivité;;
11122;Agent de service de collectivité;Homme/Femme de ménage (collectivité);[http://www2.pole-emploi.fr/rome/pdf/FEM_K2204.pdf K2204];Nettoyage de locaux;Agent / Agente d'entretien/propreté de locaux;Agent de service de collectivité;;
11122;Agent de service de collectivité;Homme/Femme de salle (santé);[http://www2.pole-emploi.fr/rome/pdf/FEM_J1301.pdf J1301];Personnel polyvalent des services hospitaliers;Agent / Agente des services hospitaliers;Agent de service de collectivité;;
11122;Agent de service de collectivité;Homme/Femme de service (clinique);[http://www2.pole-emploi.fr/rome/pdf/FEM_J1301.pdf J1301];Personnel polyvalent des services hospitaliers;Agent hospitalier / Agente hospitalière;Agent de service de collectivité;;
11122;Agent de service de collectivité;Femme de service (collectivité);[http://www2.pole-emploi.fr/rome/pdf/FEM_K2204.pdf K2204];Nettoyage de locaux;Agent / Agente d'entretien/propreté de locaux;Agent de service de collectivité;;
11122;Agent de service de collectivité;Femme de service (établissements de soins);[http://www2.pole-emploi.fr/rome/pdf/FEM_J1301.pdf J1301];Personnel polyvalent des services hospitaliers;Agent / Agente des services hospitaliers;Agent de service de collectivité;;
11122;Agent de service de collectivité;Homme/Femme toutes mains;[http://www2.pole-emploi.fr/rome/pdf/FEM_K2204.pdf K2204];Nettoyage de locaux;Agent / Agente d'entretien/propreté de locaux;Agent de service de collectivité;;
11122;Agent de service de collectivité;Femme toutes mains (collectivité);[http://www2.pole-emploi.fr/rome/pdf/FEM_K2204.pdf K2204];Nettoyage de locaux;Agent / Agente d'entretien/propreté de locaux;Agent de service de collectivité;;
11122;Agent de service de collectivité;Fille de salle (santé);[http://www2.pole-emploi.fr/rome/pdf/FEM_J1301.pdf J1301];Personnel polyvalent des services hospitaliers;Agent / Agente des services hospitaliers;Agent de service de collectivité;;
11122;Agent de service de collectivité;Garçon de salle (santé);[http://www2.pole-emploi.fr/rome/pdf/FEM_J1301.pdf J1301];Personnel polyvalent des services hospitaliers;Agent / Agente des services hospitaliers;Agent de service de collectivité;;
11122;Agent de service de collectivité;Homme de service (collectivité);[http://www2.pole-emploi.fr/rome/pdf/FEM_K2204.pdf K2204];Nettoyage de locaux;Agent / Agente d'entretien/propreté de locaux;Agent de service de collectivité;;
11122;Agent de service de collectivité;Homme de service (établissements de soins);[http://www2.pole-emploi.fr/rome/pdf/FEM_J1301.pdf J1301];Personnel polyvalent des services hospitaliers;Agent / Agente des services hospitaliers;Agent de service de collectivité;;
11122;Agent de service de collectivité;Homme toutes mains (collectivité);[http://www2.pole-emploi.fr/rome/pdf/FEM_I1203.pdf I1203];Maintenance des bâtiments et des locaux;Agent / Agente d'entretien des collectivités;Agent de service de collectivité;;
11122;Agent de service de collectivité;Personnel de cure;[http://www2.pole-emploi.fr/rome/pdf/FEM_D1203.pdf D1203];Hydrothérapie;Agent thermal / Agente thermale;Agent de service de collectivité;;
