ROME V2;Intitulé ROME V2;Appellation V2;ROME V3;Intitulé ROME V3;Appellation V3;Article Métier;URL Fiche Métier ONISEP;Wikipedia Match
13133;Chef de réception;Sous-chef de réception;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1703.pdf G1703];Réception en hôtellerie;Assistant / Assistante de réception en établissement hôtelier;Chef de réception;;
13134;Directeur/Directrice d'hébergement;Directeur/Directrice d'hébergement (grand hôtel);[http://www2.pole-emploi.fr/rome/pdf/FEM_G1401.pdf G1401];Assistance de direction d'hôtel-restaurant;Responsable d'hébergement hôtelier;Directeur d'hébergement;;
13134;Directeur/Directrice d'hébergement;Directeur/Directrice d'hôtel;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1402.pdf G1402];Management d'hôtel-restaurant;Directeur / Directrice d'hôtel;Directeur d'hébergement;;
13134;Directeur/Directrice d'hébergement;Directeur/Directrice d'hôtellerie de plein air;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1403.pdf G1403];Gestion de structure de loisirs ou d'hébergement touristique;Directeur / Directrice d'hôtellerie de plein air;Directeur d'hébergement;;
13134;Directeur/Directrice d'hébergement;Directeur/Directrice de centre d'hébergement;[http://www2.pole-emploi.fr/rome/pdf/FEM_K1403.pdf K1403];Management de structure de santé, sociale ou pénitentiaire;Directeur / Directrice de structure d'hébergement et de réadaptation sociale;Directeur d'hébergement;;
13134;Directeur/Directrice d'hébergement;Directeur/Directrice de club de vacances;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1403.pdf G1403];Gestion de structure de loisirs ou d'hébergement touristique;Responsable de village de vacances;Directeur d'hébergement;;
13134;Directeur/Directrice d'hébergement;Directeur/Directrice de grand gîte;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1403.pdf G1403];Gestion de structure de loisirs ou d'hébergement touristique;Exploitant / Exploitante de gîte rural;Directeur d'hébergement;;
13134;Directeur/Directrice d'hébergement;Directeur/Directrice de résidence de tourisme;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1403.pdf G1403];Gestion de structure de loisirs ou d'hébergement touristique;Directeur / Directrice de résidence de tourisme;Directeur d'hébergement;;
13134;Directeur/Directrice d'hébergement;Directeur/Directrice de résidence hôtelière;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1402.pdf G1402];Management d'hôtel-restaurant;Directeur / Directrice de résidence hôtelière;Directeur d'hébergement;;
13134;Directeur/Directrice d'hébergement;Directeur/Directrice de village de vacances;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1403.pdf G1403];Gestion de structure de loisirs ou d'hébergement touristique;Responsable de village de vacances;Directeur d'hébergement;;
13134;Directeur/Directrice d'hébergement;Gérant/Gérante d'hôtel-restaurant;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1402.pdf G1402];Management d'hôtel-restaurant;Responsable d'hôtel-restaurant;Directeur d'hébergement;;
13134;Directeur/Directrice d'hébergement;Gérant/Gérante de camping;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1403.pdf G1403];Gestion de structure de loisirs ou d'hébergement touristique;Exploitant / Exploitante de camping;Directeur d'hébergement;;
13134;Directeur/Directrice d'hébergement;Gestionnaire d'hôtellerie de plein air;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1403.pdf G1403];Gestion de structure de loisirs ou d'hébergement touristique;Exploitant / Exploitante de camping;Directeur d'hébergement;;
13134;Directeur/Directrice d'hébergement;Sous-directeur/Sous-directrice d'hôtel;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1401.pdf G1401];Assistance de direction d'hôtel-restaurant;Adjoint / Adjointe du directeur en hôtellerie-restauration;Directeur d'hébergement;;
13134;Directeur/Directrice d'hébergement;Assistant/Assistante de direction (hôtellerie);[http://www2.pole-emploi.fr/rome/pdf/FEM_G1401.pdf G1401];Assistance de direction d'hôtel-restaurant;Assistant / Assistante du directeur en hôtellerie-restauration;Directeur d'hébergement;;
13135;Exploitant/Exploitante d'hôtel;Directeur d'hôtel (propriétaire-exploitant)/Directrice d'hôtel (propriétaire-exploitante);[http://www2.pole-emploi.fr/rome/pdf/FEM_G1402.pdf G1402];Management d'hôtel-restaurant;Directeur / Directrice d'hôtel;Exploitant d'hôtel;;
13135;Exploitant/Exploitante d'hôtel;Directeur de camping (propriétaire-exploitant)/Directrice de camping (propriétaire-exploitante);[http://www2.pole-emploi.fr/rome/pdf/FEM_G1403.pdf G1403];Gestion de structure de loisirs ou d'hébergement touristique;Directeur / Directrice de camping;Exploitant d'hôtel;;
13135;Exploitant/Exploitante d'hôtel;Exploitant/Exploitante de camping;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1403.pdf G1403];Gestion de structure de loisirs ou d'hébergement touristique;Exploitant / Exploitante de camping;Exploitant d'hôtel;;
13135;Exploitant/Exploitante d'hôtel;Hôte/Hôtesse de gîte familial;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1403.pdf G1403];Gestion de structure de loisirs ou d'hébergement touristique;Exploitant / Exploitante de gîte rural;Exploitant d'hôtel;;
13135;Exploitant/Exploitante d'hôtel;Hôtelier/Hôtelière;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1402.pdf G1402];Management d'hôtel-restaurant;Hôtelier / Hôtelière;Exploitant d'hôtel;;
13135;Exploitant/Exploitante d'hôtel;Patron d'hôtel (exploitant)/Patronne d'hôtel (exploitante);[http://www2.pole-emploi.fr/rome/pdf/FEM_G1402.pdf G1402];Management d'hôtel-restaurant;Exploitant / Exploitante d'hôtel;Exploitant d'hôtel;;
13211;Aide de cuisine;Aide-cuisinier/Aide-cuisinière;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1605.pdf G1605];Plonge en restauration;Aide de cuisine;Aide de cuisine;;
13211;Aide de cuisine;Aide de cuisine;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1605.pdf G1605];Plonge en restauration;Aide de cuisine;Aide de cuisine;;
13211;Aide de cuisine;Argentier/Argentière;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1605.pdf G1605];Plonge en restauration;Plongeur / Plongeuse en restauration;Aide de cuisine;;
13211;Aide de cuisine;Cafetier;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1605.pdf G1605];Plonge en restauration;Agent / Agente de cuisine;Aide de cuisine;;
13211;Aide de cuisine;Chef plongeur/Chef plongeuse;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1605.pdf G1605];Plonge en restauration;Responsable de la plonge en restauration;Aide de cuisine;;
13211;Aide de cuisine;Ecailler/Ecaillère;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1605.pdf G1605];Plonge en restauration;Ecailler / Ecaillère de restaurant;Aide de cuisine;;
13211;Aide de cuisine;Employé/Employée de crudités;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1605.pdf G1605];Plonge en restauration;Aide de cuisine;Aide de cuisine;;
13211;Aide de cuisine;Femme toutes mains de cuisine;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1605.pdf G1605];Plonge en restauration;Aide de cuisine;Aide de cuisine;;
13211;Aide de cuisine;Fille de cuisine;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1605.pdf G1605];Plonge en restauration;Aide de cuisine;Aide de cuisine;;
13211;Aide de cuisine;Garçon de cuisine;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1605.pdf G1605];Plonge en restauration;Aide de cuisine;Aide de cuisine;;
13211;Aide de cuisine;Homme toutes mains de cuisine;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1605.pdf G1605];Plonge en restauration;Aide de cuisine;Aide de cuisine;;
13211;Aide de cuisine;Légumier;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1605.pdf G1605];Plonge en restauration;Aide de cuisine;Aide de cuisine;;
13211;Aide de cuisine;Officier/Officière (restauration);[http://www2.pole-emploi.fr/rome/pdf/FEM_G1605.pdf G1605];Plonge en restauration;Plongeur / Plongeuse en restauration;Aide de cuisine;;
13211;Aide de cuisine;Plongeur/Plongeuse;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1605.pdf G1605];Plonge en restauration;Plongeur / Plongeuse en restauration;Aide de cuisine;;
13211;Aide de cuisine;Plongeur-batterie/Plongeuse-batterie;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1605.pdf G1605];Plonge en restauration;Plongeur-batterie / Plongeuse-batterie en restauration;Aide de cuisine;;
13211;Aide de cuisine;Vaisselier;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1605.pdf G1605];Plonge en restauration;Plongeur / Plongeuse en restauration;Aide de cuisine;;
13211;Aide de cuisine;Verrier;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1605.pdf G1605];Plonge en restauration;Plongeur / Plongeuse en restauration;Aide de cuisine;;
13211;Aide de cuisine;Aide de cuisine de collectivité;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1605.pdf G1605];Plonge en restauration;Aide de cuisine de collectivité;Aide de cuisine;;
13211;Aide de cuisine;Plongeur/Plongeuse (restauration);[http://www2.pole-emploi.fr/rome/pdf/FEM_G1605.pdf G1605];Plonge en restauration;Plongeur / Plongeuse en restauration;Aide de cuisine;;
13211;Aide de cuisine;Plongeur/Plongeuse de collectivité;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1605.pdf G1605];Plonge en restauration;Plongeur / Plongeuse en restauration;Aide de cuisine;;
13212;Cuisinier/Cuisinière;Chef;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1602.pdf G1602];Personnel de cuisine;Cuisinier / Cuisinière;Cuisinier;;
13212;Cuisinier/Cuisinière;Chef de partie;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1602.pdf G1602];Personnel de cuisine;Chef de partie;Cuisinier;;Chef de partie
13212;Cuisinier/Cuisinière;Chef de partie tournant;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1602.pdf G1602];Personnel de cuisine;Chef de partie;Cuisinier;;Chef de partie
13212;Cuisinier/Cuisinière;Chef entremétier;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1602.pdf G1602];Personnel de cuisine;Chef entremettier / entremettière de restaurant;Cuisinier;;
13212;Cuisinier/Cuisinière;Chef grilladin;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1602.pdf G1602];Personnel de cuisine;Grillardin / Grillardine;Cuisinier;;
13212;Cuisinier/Cuisinière;Chef pâtissier/Chef pâtissière de restaurant;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1602.pdf G1602];Personnel de cuisine;Chef pâtissier / pâtissière de restaurant;Cuisinier;;
13212;Cuisinier/Cuisinière;Chef poissonnier/Chef poissonnière;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1602.pdf G1602];Personnel de cuisine;Chef de partie poissonnier / poissonnière;Cuisinier;;
13212;Cuisinier/Cuisinière;Chef rôtisseur/Chef rôtisseuse;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1602.pdf G1602];Personnel de cuisine;Chef de partie rôtisseur / rôtisseuse;Cuisinier;;
13212;Cuisinier/Cuisinière;Chef saucier;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1602.pdf G1602];Personnel de cuisine;Chef saucier / saucière;Cuisinier;;
13212;Cuisinier/Cuisinière;Chef tournant;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1602.pdf G1602];Personnel de cuisine;Cuisinier / Cuisinière;Cuisinier;;
13212;Cuisinier/Cuisinière;Commis de cuisine;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1602.pdf G1602];Personnel de cuisine;Commis / Commise de cuisine;Cuisinier;;
13212;Cuisinier/Cuisinière;Commis de cuisine étager(ère);[http://www2.pole-emploi.fr/rome/pdf/FEM_G1602.pdf G1602];Personnel de cuisine;Commis / Commise de cuisine;Cuisinier;;
13212;Cuisinier/Cuisinière;Commis pâtissier de restaurant;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1602.pdf G1602];Personnel de cuisine;Commis pâtissier / Commise pâtissière de restaurant;Cuisinier;;
13212;Cuisinier/Cuisinière;Commis tournant;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1602.pdf G1602];Personnel de cuisine;Commis de cuisine tournant / Commise de cuisine tournante;Cuisinier;;
13212;Cuisinier/Cuisinière;Communard/Communarde;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1602.pdf G1602];Personnel de cuisine;Cuisinier / Cuisinière;Cuisinier;;
13212;Cuisinier/Cuisinière;Cuisinier/Cuisinière;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1602.pdf G1602];Personnel de cuisine;Cuisinier / Cuisinière;Cuisinier;;
13212;Cuisinier/Cuisinière;Cuisinier/Cuisinière de laboratoire;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1602.pdf G1602];Personnel de cuisine;Cuisinier / Cuisinière de laboratoire;Cuisinier;;
13212;Cuisinier/Cuisinière;Cuisinier navigant/Cuisinière navigante;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1602.pdf G1602];Personnel de cuisine;Cuisinier / Cuisinière;Cuisinier;;
13212;Cuisinier/Cuisinière;Cuisinier-traiteur;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1602.pdf G1602];Personnel de cuisine;Cuisinier traiteur / Cuisinière traiteuse;Cuisinier;;
13212;Cuisinier/Cuisinière;Entremétier;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1602.pdf G1602];Personnel de cuisine;Chef entremettier / entremettière de restaurant;Cuisinier;;
13212;Cuisinier/Cuisinière;Garde-manger;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1602.pdf G1602];Personnel de cuisine;Commis / Commise de cuisine;Cuisinier;;
13212;Cuisinier/Cuisinière;Grilladin;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1602.pdf G1602];Personnel de cuisine;Grillardin / Grillardine;Cuisinier;;
13212;Cuisinier/Cuisinière;Pâtissier/Pâtissière de restaurant;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1602.pdf G1602];Personnel de cuisine;Pâtissier / Pâtissière de restaurant;Cuisinier;;
13212;Cuisinier/Cuisinière;Poissonnier/Poissonnière de restaurant;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1602.pdf G1602];Personnel de cuisine;Chef de partie poissonnier / poissonnière;Cuisinier;;
13212;Cuisinier/Cuisinière;Premier commis;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1602.pdf G1602];Personnel de cuisine;Premier commis / Première commise de cuisine;Cuisinier;;
13212;Cuisinier/Cuisinière;Rôtisseur/Rôtisseuse;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1602.pdf G1602];Personnel de cuisine;Chef de partie rôtisseur / rôtisseuse;Cuisinier;;
13212;Cuisinier/Cuisinière;Saucier;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1602.pdf G1602];Personnel de cuisine;Chef saucier / saucière;Cuisinier;;
13212;Cuisinier/Cuisinière;Second commis;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1602.pdf G1602];Personnel de cuisine;Premier commis / Première commise de cuisine;Cuisinier;;
13212;Cuisinier/Cuisinière;Second/Seconde de cuisine;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1602.pdf G1602];Personnel de cuisine;Second / Seconde de cuisine;Cuisinier;;
13212;Cuisinier/Cuisinière;Cuisinier/Cuisinière de collectivité;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1602.pdf G1602];Personnel de cuisine;Cuisinier / Cuisinière de collectivité;Cuisinier;;
13212;Cuisinier/Cuisinière;Commis de cuisine de collectivité;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1602.pdf G1602];Personnel de cuisine;Commis / Commise de cuisine de collectivité;Cuisinier;;
13221;Employé polyvalent/Employée polyvalente de restauration;Agent de préparation;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1603.pdf G1603];Personnel polyvalent en restauration;Employé polyvalent / Employée polyvalente de restaurant;Employé polyvalent de restauration;;
13221;Employé polyvalent/Employée polyvalente de restauration;Agent de restauration;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1603.pdf G1603];Personnel polyvalent en restauration;Agent / Agente de restauration rapide;Employé polyvalent de restauration;;
13221;Employé polyvalent/Employée polyvalente de restauration;Cafetier d'hôtel;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1801.pdf G1801];Café, bar brasserie;Cafetier / Cafetière;Employé polyvalent de restauration;;
13221;Employé polyvalent/Employée polyvalente de restauration;Chef de salle de restaurant de collectivité;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1603.pdf G1603];Personnel polyvalent en restauration;Employé / Employée de restauration collective;Employé polyvalent de restauration;;
13221;Employé polyvalent/Employée polyvalente de restauration;Commis de self;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1603.pdf G1603];Personnel polyvalent en restauration;Commis / Commise de self;Employé polyvalent de restauration;;
13221;Employé polyvalent/Employée polyvalente de restauration;Crêpier/Crêpière;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1604.pdf G1604];Fabrication de crêpes ou pizzas;Crêpier / Crêpière;Employé polyvalent de restauration;;
13221;Employé polyvalent/Employée polyvalente de restauration;Employé/Employée de cafétéria;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1603.pdf G1603];Personnel polyvalent en restauration;Employé / Employée de cafétéria;Employé polyvalent de restauration;;
13221;Employé polyvalent/Employée polyvalente de restauration;Employé/Employée de restauration collective;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1603.pdf G1603];Personnel polyvalent en restauration;Employé / Employée de restauration collective;Employé polyvalent de restauration;;
13221;Employé polyvalent/Employée polyvalente de restauration;Employé polyvalent/Employée polyvalente de restauration;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1603.pdf G1603];Personnel polyvalent en restauration;Employé polyvalent / Employée polyvalente de restaurant;Employé polyvalent de restauration;;
13221;Employé polyvalent/Employée polyvalente de restauration;Equipier/Equipière;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1603.pdf G1603];Personnel polyvalent en restauration;Employé polyvalent / Employée polyvalente de restaurant;Employé polyvalent de restauration;;
13221;Employé polyvalent/Employée polyvalente de restauration;Equipier polyvalent/Equipière polyvalente de restauration rapide (fast-food);[http://www2.pole-emploi.fr/rome/pdf/FEM_G1603.pdf G1603];Personnel polyvalent en restauration;Equipier polyvalent / Equipière polyvalente de restauration rapide;Employé polyvalent de restauration;;
13221;Employé polyvalent/Employée polyvalente de restauration;Etagère;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1603.pdf G1603];Personnel polyvalent en restauration;Commis / Commise de self;Employé polyvalent de restauration;;
13221;Employé polyvalent/Employée polyvalente de restauration;Etager/Etagère de self;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1603.pdf G1603];Personnel polyvalent en restauration;Employé polyvalent / Employée polyvalente de restaurant;Employé polyvalent de restauration;;
13221;Employé polyvalent/Employée polyvalente de restauration;Glacier;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1603.pdf G1603];Personnel polyvalent en restauration;Vendeur / Vendeuse de glaces;Employé polyvalent de restauration;;
13221;Employé polyvalent/Employée polyvalente de restauration;Major;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1603.pdf G1603];Personnel polyvalent en restauration;Employé polyvalent / Employée polyvalente de restaurant;Employé polyvalent de restauration;;
13221;Employé polyvalent/Employée polyvalente de restauration;Officier/Officière (glaces, fruirs, pain...);[http://www2.pole-emploi.fr/rome/pdf/FEM_G1603.pdf G1603];Personnel polyvalent en restauration;Employé polyvalent / Employée polyvalente de restaurant;Employé polyvalent de restauration;;
13221;Employé polyvalent/Employée polyvalente de restauration;Pizzaïolo/Pizzaïola;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1604.pdf G1604];Fabrication de crêpes ou pizzas;Pizzaïolo / Pizzaïola;Employé polyvalent de restauration;;
13221;Employé polyvalent/Employée polyvalente de restauration;Responsable de salle de collectivité;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1603.pdf G1603];Personnel polyvalent en restauration;Employé / Employée de restauration collective;Employé polyvalent de restauration;;
13221;Employé polyvalent/Employée polyvalente de restauration;Serveur/Serveuse de cantine;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1603.pdf G1603];Personnel polyvalent en restauration;Employé / Employée de cantine;Employé polyvalent de restauration;;
13221;Employé polyvalent/Employée polyvalente de restauration;Serveur/Serveuse de restaurant de collectivité;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1603.pdf G1603];Personnel polyvalent en restauration;Employé / Employée de restauration collective;Employé polyvalent de restauration;;
13221;Employé polyvalent/Employée polyvalente de restauration;Serveuse étagère;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1603.pdf G1603];Personnel polyvalent en restauration;Commis / Commise de self;Employé polyvalent de restauration;;
13221;Employé polyvalent/Employée polyvalente de restauration;Serveur/Serveuse de snack-bar;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1603.pdf G1603];Personnel polyvalent en restauration;Employé / Employée de snack-bar;Employé polyvalent de restauration;;
13221;Employé polyvalent/Employée polyvalente de restauration;Vendeur/Vendeuse de sandwichs;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1603.pdf G1603];Personnel polyvalent en restauration;Vendeur / Vendeuse de sandwichs;Employé polyvalent de restauration;;
13221;Employé polyvalent/Employée polyvalente de restauration;Vendeur/Vendeuse en friterie;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1603.pdf G1603];Personnel polyvalent en restauration;Employé / Employée de friterie;Employé polyvalent de restauration;;
13221;Employé polyvalent/Employée polyvalente de restauration;Vendeur/Vendeuse de glaces;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1603.pdf G1603];Personnel polyvalent en restauration;Vendeur / Vendeuse de glaces;Employé polyvalent de restauration;;
13221;Employé polyvalent/Employée polyvalente de restauration;Extra polyvalent(e) de restauration;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1603.pdf G1603];Personnel polyvalent en restauration;Employé polyvalent / Employée polyvalente de restaurant;Employé polyvalent de restauration;;
13222;Serveur/Serveuse en restauration;Chef de rang;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1803.pdf G1803];Service en restauration;Chef de rang;Serveur en restauration;;
13222;Serveur/Serveuse en restauration;Chef de rang banquet;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1803.pdf G1803];Service en restauration;Chef de rang;Serveur en restauration;;
13222;Serveur/Serveuse en restauration;Chef de rang trancheur;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1803.pdf G1803];Service en restauration;Chef de rang;Serveur en restauration;;
13222;Serveur/Serveuse en restauration;Commis de restaurant;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1803.pdf G1803];Service en restauration;Commis / Commise de restaurant;Serveur en restauration;;
13222;Serveur/Serveuse en restauration;Commis de salle;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1803.pdf G1803];Service en restauration;Commis / Commise de salle;Serveur en restauration;;
13222;Serveur/Serveuse en restauration;Commis de suite;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1803.pdf G1803];Service en restauration;Serveur / Serveuse de room service;Serveur en restauration;;
13222;Serveur/Serveuse en restauration;Demi-chef de rang;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1803.pdf G1803];Service en restauration;Demi-chef de rang;Serveur en restauration;;
13222;Serveur/Serveuse en restauration;Demi-chef de rang service des chambres (room-service);[http://www2.pole-emploi.fr/rome/pdf/FEM_G1803.pdf G1803];Service en restauration;Demi-chef de rang;Serveur en restauration;;
13222;Serveur/Serveuse en restauration;Extra banquet;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1803.pdf G1803];Service en restauration;Serveur / Serveuse de banquet;Serveur en restauration;;
13222;Serveur/Serveuse en restauration;Garçon/Serveuse de restaurant;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1803.pdf G1803];Service en restauration;Garçon / Serveuse de restaurant;Serveur en restauration;;
13222;Serveur/Serveuse en restauration;Hôte/Hôtesse de salle;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1803.pdf G1803];Service en restauration;Hôte / Hôtesse de salle;Serveur en restauration;;
13222;Serveur/Serveuse en restauration;Hôte/Hôtesse de table;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1803.pdf G1803];Service en restauration;Serveur / Serveuse de restaurant;Serveur en restauration;;
13222;Serveur/Serveuse en restauration;Serveur/Serveuse de banquet;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1803.pdf G1803];Service en restauration;Serveur / Serveuse de banquet;Serveur en restauration;;
13222;Serveur/Serveuse en restauration;Serveur/Serveuse d'étage (room-service);[http://www2.pole-emploi.fr/rome/pdf/FEM_G1803.pdf G1803];Service en restauration;Serveur / Serveuse de room service;Serveur en restauration;;
13222;Serveur/Serveuse en restauration;Serveur/Serveuse de restaurant;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1803.pdf G1803];Service en restauration;Serveur / Serveuse de restaurant;Serveur en restauration;;
13222;Serveur/Serveuse en restauration;Serveur de restaurant navigant/Serveuse de restaurant navigante;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1803.pdf G1803];Service en restauration;Serveur / Serveuse de restaurant;Serveur en restauration;;
13222;Serveur/Serveuse en restauration;Buffetier/Buffetière;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1803.pdf G1803];Service en restauration;Commis / Commise de salle;Serveur en restauration;;
13222;Serveur/Serveuse en restauration;Serveur/Serveuse de salon de thé;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1801.pdf G1801];Café, bar brasserie;Serveur / Serveuse de salon de thé;Serveur en restauration;;
13222;Serveur/Serveuse en restauration;Hôtesse de bord (train);[http://www2.pole-emploi.fr/rome/pdf/FEM_G1803.pdf G1803];Service en restauration;Serveur / Serveuse de restaurant;Serveur en restauration;;
13222;Serveur/Serveuse en restauration;Steward de bord (train);[http://www2.pole-emploi.fr/rome/pdf/FEM_G1603.pdf G1603];Personnel polyvalent en restauration;Steward / Hôtesse de train;Serveur en restauration;;
13222;Serveur/Serveuse en restauration;Serveur/Serveuse en room-service;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1803.pdf G1803];Service en restauration;Serveur / Serveuse de room service;Serveur en restauration;;
13223;Sommelier/Sommelière;Chef sommelier/Chef sommelière;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1804.pdf G1804];Sommellerie;Chef sommelier / sommelière;Sommelier;;
13223;Sommelier/Sommelière;Commis sommelier;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1804.pdf G1804];Sommellerie;Commis sommelier / Commise sommelière;Sommelier;;
13223;Sommelier/Sommelière;Gérant/Gérante de bar à vins;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1801.pdf G1801];Café, bar brasserie;Exploitant / Exploitante de bar;Sommelier;;
13223;Sommelier/Sommelière;Maître d'hôtel sommelier/Maître d'hôtel sommelière;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1802.pdf G1802];Management du service en restauration;Maître d'hôtel sommelier / Maîtresse d'hôtel sommelière;Sommelier;;
13223;Sommelier/Sommelière;Sommelier/Sommelière;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1804.pdf G1804];Sommellerie;Sommelier / Sommelière;Sommelier;;
13223;Sommelier/Sommelière;Sommelier-caviste/Sommelière-caviste;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1804.pdf G1804];Sommellerie;Sommelier-caviste / Sommelière-caviste;Sommelier;;
13223;Sommelier/Sommelière;Sommelier/Sommelière d'étage;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1804.pdf G1804];Sommellerie;Sommelier / Sommelière;Sommelier;;
13223;Sommelier/Sommelière;Sommelier navigant/Sommelière navigante;[http://www2.pole-emploi.fr/rome/pdf/FEM_G1804.pdf G1804];Sommellerie;Sommelier / Sommelière;Sommelier;;
